PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,
FS_F2S2:VD_D1660:YCEN_RD,YCEN,YCEN,readback,254,0,FS_F2S2:VD_D1660,66.025647,VD,LIVE,Stage 2 achromatic image and center of viewer,exist.,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:VD_D1660:XRMS_RD,XRMS,XRMS,readback,254,0,FS_F2S2:VD_D1660,66.025647,VD,LIVE,Stage 2 achromatic image and center of viewer,exist.,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:VD_D1660:YRMS_RD,YRMS,YRMS,readback,254,0,FS_F2S2:VD_D1660,66.025647,VD,LIVE,Stage 2 achromatic image and center of viewer,exist.,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F3S1:PSQ_D1674:I_CSET,I,B2,setpoint,267,0.4,FS_F3S1:Q_D1674,67.630931,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1674:I_RSET,I,B2,readset,267,0.4,FS_F3S1:Q_D1674,67.630931,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1674:I_RD,I,B2,readback,267,0.4,FS_F3S1:Q_D1674,67.630931,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1674:ON_CMD,PWRSTS,POWER_STATUS,setpoint,267,0.4,FS_F3S1:Q_D1674,67.630931,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1674:ON_RSTS,PWRSTS,POWER_STATUS,readback,267,0.4,FS_F3S1:Q_D1674,67.630931,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1674:I_CSET,I,B3,setpoint,268,0,FS_F3S1:S_D1674,67.430931,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1674:I_RSET,I,B3,readset,268,0,FS_F3S1:S_D1674,67.430931,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1674:I_RD,I,B3,readback,268,0,FS_F3S1:S_D1674,67.430931,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1674:ON_CMD,PWRSTS,POWER_STATUS,setpoint,268,0,FS_F3S1:S_D1674,67.430931,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1674:ON_RSTS,PWRSTS,POWER_STATUS,readback,268,0,FS_F3S1:S_D1674,67.430931,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1674:I_CSET,I,B4,setpoint,269,0,FS_F3S1:OCT_D1674,67.430931,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1674:I_RSET,I,B4,readset,269,0,FS_F3S1:OCT_D1674,67.430931,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1674:I_RD,I,B4,readback,269,0,FS_F3S1:OCT_D1674,67.430931,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1674:ON_CMD,PWRSTS,POWER_STATUS,setpoint,269,0,FS_F3S1:OCT_D1674,67.430931,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1674:ON_RSTS,PWRSTS,POWER_STATUS,readback,269,0,FS_F3S1:OCT_D1674,67.430931,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1682:I_CSET,I,B2,setpoint,271,0.723,FS_F3S1:Q_D1682,68.55353,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1682:I_RSET,I,B2,readset,271,0.723,FS_F3S1:Q_D1682,68.55353,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1682:I_RD,I,B2,readback,271,0.723,FS_F3S1:Q_D1682,68.55353,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1682:ON_CMD,PWRSTS,POWER_STATUS,setpoint,271,0.723,FS_F3S1:Q_D1682,68.55353,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1682:ON_RSTS,PWRSTS,POWER_STATUS,readback,271,0.723,FS_F3S1:Q_D1682,68.55353,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1691:I_CSET,I,B2,setpoint,273,0.723,FS_F3S1:Q_D1691,69.47713,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1691:I_RSET,I,B2,readset,273,0.723,FS_F3S1:Q_D1691,69.47713,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1691:I_RD,I,B2,readback,273,0.723,FS_F3S1:Q_D1691,69.47713,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1691:ON_CMD,PWRSTS,POWER_STATUS,setpoint,273,0.723,FS_F3S1:Q_D1691,69.47713,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1691:ON_RSTS,PWRSTS,POWER_STATUS,readback,273,0.723,FS_F3S1:Q_D1691,69.47713,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSD_D1712:I_CSET,I,B,setpoint,278,2.396181,FS_F3S1:DH_D1712,72.408824,BEND,LIVE,previous A1900 dipole 2 (Z048DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSD_D1712:I_RSET,I,B,readset,278,2.396181,FS_F3S1:DH_D1712,72.408824,BEND,LIVE,previous A1900 dipole 2 (Z048DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSD_D1712:I_RD,I,B,readback,278,2.396181,FS_F3S1:DH_D1712,72.408824,BEND,LIVE,previous A1900 dipole 2 (Z048DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSD_D1712:ON_CMD,PWRSTS,POWER_STATUS,setpoint,278,2.396181,FS_F3S1:DH_D1712,72.408824,BEND,LIVE,previous A1900 dipole 2 (Z048DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSD_D1712:ON_RSTS,PWRSTS,POWER_STATUS,readback,278,2.396181,FS_F3S1:DH_D1712,72.408824,BEND,LIVE,previous A1900 dipole 2 (Z048DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
,,,,,,,,,,,,,,,
# NMR,,,,,,,,,,,,,,,
FS_F3S1:DH_D1712:B_RD_NMR,NMR,NMR_phy,setpoint,278,2.396181,FS_F3S1:DH_D1712,72.408824,BEND,LIVE,previous A1900 dipole 2 (Z048DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:DH_D1712:B_RD_NMR,NMR,NMR_phy,readback,278,2.396181,FS_F3S1:DH_D1712,72.408824,BEND,LIVE,previous A1900 dipole 2 (Z048DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
,,,,,,,,,,,,,,,
FS_F3S1:PSQ_D1733:I_CSET,I,B2,setpoint,284,0.4,FS_F3S1:Q_D1733,73.4813,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1733:I_RSET,I,B2,readset,284,0.4,FS_F3S1:Q_D1733,73.4813,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1733:I_RD,I,B2,readback,284,0.4,FS_F3S1:Q_D1733,73.4813,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1733:ON_CMD,PWRSTS,POWER_STATUS,setpoint,284,0.4,FS_F3S1:Q_D1733,73.4813,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1733:ON_RSTS,PWRSTS,POWER_STATUS,readback,284,0.4,FS_F3S1:Q_D1733,73.4813,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1733:I_CSET,I,B3,setpoint,285,0,FS_F3S1:S_D1733,73.2813,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1733:I_RSET,I,B3,readset,285,0,FS_F3S1:S_D1733,73.2813,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1733:I_RD,I,B3,readback,285,0,FS_F3S1:S_D1733,73.2813,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1733:ON_CMD,PWRSTS,POWER_STATUS,setpoint,285,0,FS_F3S1:S_D1733,73.2813,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1733:ON_RSTS,PWRSTS,POWER_STATUS,readback,285,0,FS_F3S1:S_D1733,73.2813,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1733:I_CSET,I,B4,setpoint,286,0,FS_F3S1:OCT_D1733,73.2813,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1733:I_RSET,I,B4,readset,286,0,FS_F3S1:OCT_D1733,73.2813,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1733:I_RD,I,B4,readback,286,0,FS_F3S1:OCT_D1733,73.2813,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1733:ON_CMD,PWRSTS,POWER_STATUS,setpoint,286,0,FS_F3S1:OCT_D1733,73.2813,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1733:ON_RSTS,PWRSTS,POWER_STATUS,readback,286,0,FS_F3S1:OCT_D1733,73.2813,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1740:I_CSET,I,B2,setpoint,288,0.79,FS_F3S1:Q_D1740,74.4331,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1740:I_RSET,I,B2,readset,288,0.79,FS_F3S1:Q_D1740,74.4331,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1740:I_RD,I,B2,readback,288,0.79,FS_F3S1:Q_D1740,74.4331,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1740:ON_CMD,PWRSTS,POWER_STATUS,setpoint,288,0.79,FS_F3S1:Q_D1740,74.4331,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1740:ON_RSTS,PWRSTS,POWER_STATUS,readback,288,0.79,FS_F3S1:Q_D1740,74.4331,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1740:I_CSET,I,B3,setpoint,289,0,FS_F3S1:S_D1740,74.0381,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1740:I_RSET,I,B3,readset,289,0,FS_F3S1:S_D1740,74.0381,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1740:I_RD,I,B3,readback,289,0,FS_F3S1:S_D1740,74.0381,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1740:ON_CMD,PWRSTS,POWER_STATUS,setpoint,289,0,FS_F3S1:S_D1740,74.0381,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1740:ON_RSTS,PWRSTS,POWER_STATUS,readback,289,0,FS_F3S1:S_D1740,74.0381,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1740:I_CSET,I,B4,setpoint,290,0,FS_F3S1:OCT_D1740,74.0381,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1740:I_RSET,I,B4,readset,290,0,FS_F3S1:OCT_D1740,74.0381,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1740:I_RD,I,B4,readback,290,0,FS_F3S1:OCT_D1740,74.0381,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1740:ON_CMD,PWRSTS,POWER_STATUS,setpoint,290,0,FS_F3S1:OCT_D1740,74.0381,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1740:ON_RSTS,PWRSTS,POWER_STATUS,readback,290,0,FS_F3S1:OCT_D1740,74.0381,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1748:I_CSET,I,B2,setpoint,292,0.4,FS_F3S1:Q_D1748,74.9949,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1748:I_RSET,I,B2,readset,292,0.4,FS_F3S1:Q_D1748,74.9949,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1748:I_RD,I,B2,readback,292,0.4,FS_F3S1:Q_D1748,74.9949,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1748:ON_CMD,PWRSTS,POWER_STATUS,setpoint,292,0.4,FS_F3S1:Q_D1748,74.9949,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSQ_D1748:ON_RSTS,PWRSTS,POWER_STATUS,readback,292,0.4,FS_F3S1:Q_D1748,74.9949,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1748:I_CSET,I,B3,setpoint,293,0,FS_F3S1:S_D1748,74.7949,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1748:I_RSET,I,B3,readset,293,0,FS_F3S1:S_D1748,74.7949,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1748:I_RD,I,B3,readback,293,0,FS_F3S1:S_D1748,74.7949,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1748:ON_CMD,PWRSTS,POWER_STATUS,setpoint,293,0,FS_F3S1:S_D1748,74.7949,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSS_D1748:ON_RSTS,PWRSTS,POWER_STATUS,readback,293,0,FS_F3S1:S_D1748,74.7949,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1748:I_CSET,I,B4,setpoint,294,0,FS_F3S1:OCT_D1748,74.7949,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1748:I_RSET,I,B4,readset,294,0,FS_F3S1:OCT_D1748,74.7949,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1748:I_RD,I,B4,readback,294,0,FS_F3S1:OCT_D1748,74.7949,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1748:ON_CMD,PWRSTS,POWER_STATUS,setpoint,294,0,FS_F3S1:OCT_D1748,74.7949,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:PSO_D1748:ON_RSTS,PWRSTS,POWER_STATUS,readback,294,0,FS_F3S1:OCT_D1748,74.7949,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:VD_D1758:XCEN_RD,XCEN,XCEN,readback,298,0.05,FS_F3S1:VD_D1758,75.795807,VD,LIVE,viewer plate and single position detector,FSVD7,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:VD_D1758:YCEN_RD,YCEN,YCEN,readback,298,0.05,FS_F3S1:VD_D1758,75.795807,VD,LIVE,viewer plate and single position detector,FSVD7,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:VD_D1758:XRMS_RD,XRMS,XRMS,readback,298,0.05,FS_F3S1:VD_D1758,75.795807,VD,LIVE,viewer plate and single position detector,FSVD7,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S1:VD_D1758:YRMS_RD,YRMS,YRMS,readback,298,0.05,FS_F3S1:VD_D1758,75.795807,VD,LIVE,viewer plate and single position detector,FSVD7,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S1,ARIS
FS_F3S2:PSQ_D1767:I_CSET,I,B2,setpoint,302,0.4,FS_F3S2:Q_D1767,76.946724,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1767:I_RSET,I,B2,readset,302,0.4,FS_F3S2:Q_D1767,76.946724,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1767:I_RD,I,B2,readback,302,0.4,FS_F3S2:Q_D1767,76.946724,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1767:ON_CMD,PWRSTS,POWER_STATUS,setpoint,302,0.4,FS_F3S2:Q_D1767,76.946724,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1767:ON_RSTS,PWRSTS,POWER_STATUS,readback,302,0.4,FS_F3S2:Q_D1767,76.946724,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1767:I_CSET,I,B3,setpoint,303,0,FS_F3S2:S_D1767,76.746724,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1767:I_RSET,I,B3,readset,303,0,FS_F3S2:S_D1767,76.746724,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1767:I_RD,I,B3,readback,303,0,FS_F3S2:S_D1767,76.746724,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1767:ON_CMD,PWRSTS,POWER_STATUS,setpoint,303,0,FS_F3S2:S_D1767,76.746724,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1767:ON_RSTS,PWRSTS,POWER_STATUS,readback,303,0,FS_F3S2:S_D1767,76.746724,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1767:I_CSET,I,B4,setpoint,304,0,FS_F3S2:OCT_D1767,76.746724,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1767:I_RSET,I,B4,readset,304,0,FS_F3S2:OCT_D1767,76.746724,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1767:I_RD,I,B4,readback,304,0,FS_F3S2:OCT_D1767,76.746724,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1767:ON_CMD,PWRSTS,POWER_STATUS,setpoint,304,0,FS_F3S2:OCT_D1767,76.746724,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1767:ON_RSTS,PWRSTS,POWER_STATUS,readback,304,0,FS_F3S2:OCT_D1767,76.746724,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1775:I_CSET,I,B2,setpoint,306,0.79,FS_F3S2:Q_D1775,77.898524,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1775:I_RSET,I,B2,readset,306,0.79,FS_F3S2:Q_D1775,77.898524,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1775:I_RD,I,B2,readback,306,0.79,FS_F3S2:Q_D1775,77.898524,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1775:ON_CMD,PWRSTS,POWER_STATUS,setpoint,306,0.79,FS_F3S2:Q_D1775,77.898524,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1775:ON_RSTS,PWRSTS,POWER_STATUS,readback,306,0.79,FS_F3S2:Q_D1775,77.898524,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1775:I_CSET,I,B3,setpoint,307,0,FS_F3S2:S_D1775,77.503524,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1775:I_RSET,I,B3,readset,307,0,FS_F3S2:S_D1775,77.503524,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1775:I_RD,I,B3,readback,307,0,FS_F3S2:S_D1775,77.503524,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1775:ON_CMD,PWRSTS,POWER_STATUS,setpoint,307,0,FS_F3S2:S_D1775,77.503524,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1775:ON_RSTS,PWRSTS,POWER_STATUS,readback,307,0,FS_F3S2:S_D1775,77.503524,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
